param,name,side
p_75843_1_,number,0
p_150881_1_,data,0
p_150880_0_,stats,0
p_150876_1_,player,0
p_150884_1_,player,0
p_i45306_1_,serverIn,0
p_i45306_2_,statsFileIn,0
p_151177_0_,statName,0
p_151182_0_,eggInfo,0
p_75924_0_,stat,0
p_151180_0_,statBaseIn,0
p_151180_1_,block1,0
p_151180_2_,block2,0
p_151176_0_,eggInfo,0
p_i45305_1_,id,0
p_i45305_2_,name,0
p_i45305_3_,item,0
p_74535_1_,str,0
p_i45308_1_,statIdIn,0
p_i45308_2_,statNameIn,0
p_i45307_1_,statIdIn,0
p_i45307_2_,statNameIn,0
p_i45307_3_,typeIn,0
p_75968_1_,number,0
p_150953_1_,clazz,0
p_i45304_1_,statIdIn,0
p_i45304_2_,statNameIn,0
p_i45303_1_,statIdIn,0
p_i45303_2_,statNameIn,0
p_i45303_3_,typeIn,0
p_77443_1_,achievementIn,0
p_77444_1_,stat,0
p_150872_1_,stat,0
p_150872_2_,progress,0
p_150873_1_,playerIn,0
p_150873_2_,statIn,0
p_150873_3_,value,0
p_77442_1_,achievementIn,0
p_150870_1_,stat,0
p_150871_1_,player,0
p_150871_2_,stat,0
p_150871_3_,amount,0
p_150874_1_,achievementIn,0
p_i45483_1_,statIn,0
p_i45300_1_,serverIn,0
p_i45300_2_,threadName,0
p_i45300_3_,column,0
p_i45300_4_,row,0
p_i45300_5_,logo,0
p_i45300_6_,parent,0
p_i45302_1_,statIdIn,0
p_i45302_2_,unlocalizedName,0
p_i45302_3_,column,0
p_i45302_4_,row,0
p_i45302_5_,stack,0
p_i45302_6_,parent,0
p_i45301_1_,statIdIn,0
p_i45301_2_,unlocalizedName,0
p_i45301_3_,column,0
p_i45301_4_,row,0
p_i45301_5_,blockIn,0
p_i45301_6_,parent,0
p_75988_1_,statStringFormatterIn,0
p_i45157_3_,canonicalNameIn,0
p_i45157_4_,allowedInChatIn,0
p_150684_0_,canonicalNameIn,0
p_i45155_3_,canonicalNameIn,0
p_i45155_4_,allowedInChatIn,0
p_150672_0_,canonicalNameIn,0
p_i45158_1_,actionIn,0
p_i45158_2_,valueIn,0
p_i45156_1_,theAction,0
p_i45156_2_,theValue,0
p_i45342_1_,entityClass,0
p_82810_1_,world,0
p_82810_2_,x,0
p_82810_3_,y,0
p_82810_4_,z,0
p_82810_5_,dir,0
p_i45326_1_,block,0
p_i45326_2_,spriteProvider,0
p_i45333_1_,attackDamage,0
p_i45333_2_,material,0
p_i45333_3_,effectiveBlocks,0
p_i1826_1_,block,0
p_i45328_1_,block,0
p_150936_1_,world,0
p_150936_2_,x,0
p_150936_3_,y,0
p_150936_4_,z,0
p_150936_5_,dir,0
p_150936_6_,player,0
p_150936_7_,item,0
p_i45327_1_,material,0
p_150912_0_,mapId,0
p_150912_1_,worldIn,0
p_77873_1_,stack,0
p_77873_2_,worldIn,0
p_77872_1_,worldIn,0
p_77872_2_,viewer,0
p_77872_3_,data,0
p_i45350_1_,name,0
p_150926_0_,name,0
p_150930_0_,nbt,0
p_94602_0_,type,0
p_82814_1_,stack,0
p_82813_1_,stack,0
p_82813_2_,color,0
p_82815_1_,stack,0
p_82816_1_,stack,0
p_i45325_1_,material,0
p_i45325_2_,renderIndex,0
p_i45325_3_,armorType,0
p_94589_0_,bottleType,0
p_77834_1_,meta,0
p_77831_0_,meta,0
p_77832_1_,stack,0
p_77620_1_,meta,0
p_77833_1_,meta,0
p_150946_1_,item,0
p_150946_2_,player,0
p_150946_3_,world,0
p_150946_4_,x,0
p_150946_5_,y,0
p_150946_6_,z,0
p_150946_7_,direction,0
p_i45355_1_,block,0
p_i45355_2_,singleSlab,0
p_i45355_3_,doubleSlab,0
p_i45355_4_,isDouble,0
p_i45344_1_,block,0
p_78046_1_,armorType,0
p_78044_1_,armorType,0
p_i1827_3_,durability,0
p_i1827_4_,protection,0
p_i1827_5_,enchantability,0
p_150911_1_,stack,0
p_150911_2_,worldIn,0
p_150911_3_,player,0
p_77840_0_,worldIn,0
p_77840_1_,entityID,0
p_77840_2_,x,0
p_77840_4_,y,0
p_77840_6_,z,0
p_i45349_3_,color,0
p_i45349_4_,name,0
p_94599_1_,id,0
p_i45345_1_,variant,0
p_i45330_1_,healAmount,0
p_i45331_1_,containedBlock,0
p_150910_1_,emptyBuckets,0
p_150910_2_,player,0
p_150910_3_,fullBucket,0
p_77875_1_,world,0
p_77875_2_,x,0
p_77875_3_,y,0
p_77875_4_,z,0
p_i45343_1_,material,0
p_i45329_1_,block,0
p_77828_0_,nbt,0
p_i45348_1_,block,0
p_i45351_1_,healAmount,0
p_i45351_2_,saturation,0
p_i45351_3_,crops,0
p_i45351_4_,soil,0
p_i45335_1_,block,0
p_i45335_2_,spriteProvider,0
p_i45335_3_,name,0
p_77572_1_,inv,0
p_77569_1_,inv,0
p_77569_2_,worldIn,0
p_77607_1_,manager,0
p_i1918_1_,output,0
p_i1918_2_,inputList,0
p_77586_1_,manager,0
p_77609_1_,craftManager,0
p_82787_1_,craftMatrix,0
p_82787_2_,worldIn,0
p_92103_1_,stack,0
p_92103_2_,recipeComponents,0
p_77596_1_,stack,0
p_77596_2_,recipeComponents,0
p_151396_1_,input,0
p_151396_2_,stack,0
p_151396_3_,experience,0
p_151395_1_,stack,0
p_151397_1_,stack1,0
p_151397_2_,stack2,0
p_151394_1_,input,0
p_151394_2_,stack,0
p_151394_3_,experience,0
p_151393_1_,input,0
p_151393_2_,stack,0
p_151393_3_,experience,0
p_151398_1_,stack,0
p_77583_1_,manager,0
p_77608_1_,manager,0
p_77589_1_,manager,0
p_77590_1_,manager,0
p_i1917_1_,width,0
p_i1917_2_,height,0
p_i1917_3_,ingredientsIn,0
p_i1917_4_,output,0
p_77573_1_,craftingInventory,0
p_77573_2_,horizontalOffset,0
p_77573_3_,verticalOffset,0
p_77573_4_,horizontal,0
p_i45346_1_,block,0
p_i45346_2_,block2,0
p_i45346_3_,namesByMeta,0
p_i1879_1_,itemIn,0
p_i1880_1_,itemIn,0
p_i1880_2_,amount,0
p_i1881_1_,itemIn,0
p_i1881_2_,amount,0
p_i1881_3_,meta,0
p_i1876_1_,blockIn,0
p_i1877_1_,blockIn,0
p_i1877_2_,amount,0
p_i1878_1_,blockIn,0
p_i1878_2_,amount,0
p_i1878_3_,meta,0
p_77979_1_,amount,0
p_96631_1_,amount,0
p_96631_2_,rand,0
p_77972_1_,amount,0
p_77972_2_,entityIn,0
p_150996_1_,newItem,0
p_77969_1_,other,0
p_77970_0_,stackA,0
p_77970_1_,stackB,0
p_77966_1_,ench,0
p_77966_2_,level,0
p_150999_1_,world,0
p_150999_2_,block,0
p_150999_3_,x,0
p_150999_4_,y,0
p_150999_5_,z,0
p_150999_6_,player,0
p_77945_1_,worldIn,0
p_77945_2_,entityIn,0
p_77945_3_,inventorySlot,0
p_77945_4_,isCurrentItem,0
p_77957_1_,worldIn,0
p_77957_2_,playerIn,0
p_77980_1_,worldIn,0
p_77980_2_,playerIn,0
p_77980_3_,amount,0
p_150997_1_,blockIn,0
p_77949_0_,nbt,0
p_77983_1_,key,0
p_77983_2_,value,0
p_82842_1_,frame,0
p_77961_1_,entityIn,0
p_77961_2_,playerIn,0
p_77943_1_,player,0
p_77943_2_,world,0
p_77943_3_,x,0
p_77943_4_,y,0
p_77943_5_,z,0
p_77943_6_,face,0
p_77943_7_,dx,0
p_77943_8_,dy,0
p_77943_9_,dz,0
p_111282_1_,playerIn,0
p_111282_2_,entityIn,0
p_82840_1_,playerIn,0
p_82840_2_,advanced,0
p_77964_1_,meta,0
p_77944_0_,stack,0
p_77989_0_,stackA,0
p_77989_1_,stackB,0
p_77950_1_,worldIn,0
p_77950_2_,playerIn,0
p_77974_1_,worldIn,0
p_77974_2_,playerIn,0
p_77974_3_,timeLeft,0
p_150998_1_,blockIn,0
p_77955_1_,nbt,0
p_82841_1_,cost,0
p_77963_1_,nbt,0
p_151001_1_,displayName,0
p_77959_1_,other,0
p_77982_1_,nbt,0
p_150903_0_,stack,0
p_150903_1_,key,0
p_150902_0_,nbt,0
p_150902_1_,tooltip,0
p_i45358_1_,block,0
p_i1874_3_,harvestLevel,0
p_i1874_4_,maxUses,0
p_i1874_5_,efficiency,0
p_i1874_6_,damageVsEntity,0
p_i1874_7_,enchantability,0
